iteration,chamberId,stationIdx,startDay,endDay,projectId,testId,category,tempC,humidity,durationDays,needsVoltage,dueDateDays,samples,sampleIdx
2,T002,1,70,85,P3,CU_25,CONSUMER_USAGE,25,85%,15,false,95,2,0
2,T002,1,85,100,P45,CU_25,CONSUMER_USAGE,25,85%,15,true,120,2,1
2,T002,2,25,40,P42,CU_25,CONSUMER_USAGE,25,85%,15,true,30,4,2
2,T002,2,40,55,P5,CU_25,CONSUMER_USAGE,25,85%,15,true,50,4,2
2,T002,2,55,70,P6,CU_25,CONSUMER_USAGE,25,85%,15,true,70,4,0
2,T002,2,70,85,P9,CU_25,CONSUMER_USAGE,25,85%,15,true,95,3,1
2,T002,2,90,105,P10,CU_25,CONSUMER_USAGE,25,85%,15,true,120,2,1
2,T002,3,31,46,P48,CU_25,CONSUMER_USAGE,25,85%,15,false,30,3,0
2,T002,3,50,65,P1,CU_25,CONSUMER_USAGE,25,85%,15,true,60,4,0
2,T002,3,65,80,P21,CU_25,CONSUMER_USAGE,25,85%,15,true,95,3,2
2,T002,3,80,95,P22,CU_25,CONSUMER_USAGE,25,85%,15,true,120,2,1
2,T002,4,35,50,P19,CU_25,CONSUMER_USAGE,25,85%,15,false,30,3,2
2,T002,4,50,65,P30,CU_25,CONSUMER_USAGE,25,85%,15,true,70,3,1
2,T002,4,65,80,P27,CU_25,CONSUMER_USAGE,25,85%,15,false,95,2,0
2,T002,4,80,95,P34,CU_25,CONSUMER_USAGE,25,85%,15,true,120,2,1
2,T002,5,30,45,P29,CU_25,CONSUMER_USAGE,25,85%,15,true,50,4,0
2,T002,5,45,60,P37,CU_25,CONSUMER_USAGE,25,85%,15,true,60,4,0
2,T002,5,61,76,P50,CU_25,CONSUMER_USAGE,25,85%,15,false,95,2,0
2,T002,5,76,91,P4,CU_25,CONSUMER_USAGE,25,85%,15,false,120,2,0
2,T002,6,30,45,P2,CU_25,CONSUMER_USAGE,25,85%,15,true,50,5,3
2,T002,6,45,60,P49,CU_25,CONSUMER_USAGE,25,85%,15,true,60,4,0
2,T002,6,65,80,P33,CU_25,CONSUMER_USAGE,25,85%,15,true,95,3,2
2,T002,6,80,95,P39,CU_25,CONSUMER_USAGE,25,85%,15,false,120,2,0
2,T002,7,30,45,P17,CU_25,CONSUMER_USAGE,25,85%,15,true,50,4,3
2,T002,7,45,60,P14,CU_25,CONSUMER_USAGE,25,85%,15,true,60,4,3
2,T002,7,70,85,P15,CU_25,CONSUMER_USAGE,25,85%,15,false,95,2,0
2,T003,0,0,10,P25,GAS_43,GAS,43,NORMAL,10,true,30,5,0
2,T003,0,10,15,P25,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,30,5,0
2,T003,0,15,25,P25,PERF_43,OTHER,43,NORMAL,10,true,30,5,3
2,T003,0,25,30,P26,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,60,4,0
2,T003,0,30,40,P37,PERF_43,OTHER,43,NORMAL,10,true,60,4,3
2,T003,0,40,45,P21,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,95,3,0
2,T003,0,55,65,P21,PERF_43,OTHER,43,NORMAL,10,true,95,3,2
2,T003,1,0,10,P42,GAS_43,GAS,43,NORMAL,10,true,30,4,0
2,T003,1,10,15,P25,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,30,5,1
2,T003,1,15,25,P13,PERF_43,OTHER,43,NORMAL,10,true,30,8,3
2,T003,1,25,30,P26,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,60,4,1
2,T003,1,30,40,P49,PERF_43,OTHER,43,NORMAL,10,true,60,4,3
2,T003,1,40,45,P21,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,95,3,1
2,T003,1,55,65,P33,PERF_43,OTHER,43,NORMAL,10,true,95,3,2
2,T003,2,0,10,P13,GAS_43,GAS,43,NORMAL,10,true,30,8,0
2,T003,2,10,15,P25,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,30,5,2
2,T003,2,15,25,P29,PERF_43,OTHER,43,NORMAL,10,true,50,4,3
2,T003,2,25,30,P26,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,60,4,2
2,T003,2,30,40,P1,PERF_43,OTHER,43,NORMAL,10,true,60,4,3
2,T003,2,40,45,P21,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,95,3,2
2,T003,2,55,65,P9,PERF_43,OTHER,43,NORMAL,10,true,95,3,2
2,T003,3,10,15,P25,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,30,5,3
2,T003,3,15,20,P2,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,50,5,2
2,T003,3,20,30,P5,PERF_43,OTHER,43,NORMAL,10,true,50,4,2
2,T003,3,30,35,P41,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,70,4,1
2,T003,3,35,45,P41,PERF_43,OTHER,43,NORMAL,10,true,70,4,3
2,T003,3,60,70,P45,PERF_43,OTHER,43,NORMAL,10,true,120,2,1
2,T003,4,10,15,P25,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,30,5,4
2,T003,4,15,20,P2,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,50,5,3
2,T003,4,20,30,P17,PERF_43,OTHER,43,NORMAL,10,true,50,4,2
2,T003,4,30,35,P41,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,70,4,2
2,T003,4,40,45,P33,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,95,3,0
2,T003,5,10,15,P42,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,30,4,0
2,T003,5,15,20,P2,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,50,5,4
2,T003,5,25,30,P26,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,60,4,3
2,T003,5,30,35,P41,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,70,4,3
2,T003,5,40,45,P33,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,95,3,1
2,T003,6,10,15,P42,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,30,4,1
2,T003,6,15,20,P5,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,50,4,0
2,T003,6,25,30,P37,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,60,4,0
2,T003,6,30,35,P6,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,70,4,0
2,T003,6,40,45,P33,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,95,3,2
2,T003,7,10,15,P42,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,30,4,2
2,T003,7,15,20,P5,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,50,4,1
2,T003,7,25,30,P37,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,60,4,1
2,T003,7,30,35,P6,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,70,4,1
2,T003,7,40,45,P38,PULLDOWN_43,PULLDOWN,43,NORMAL,5,true,95,2,0
2,T004,0,15,30,P25,EE_32,OTHER,32,NORMAL,15,true,30,5,0
2,T004,0,30,45,P5,EE_32,OTHER,32,NORMAL,15,true,50,4,1
2,T004,0,45,60,P21,EE_32,OTHER,32,NORMAL,15,true,95,3,0
2,T004,1,15,30,P31,EE_32,OTHER,32,NORMAL,15,false,30,4,0
2,T004,1,30,45,P17,EE_32,OTHER,32,NORMAL,15,true,50,4,1
2,T004,1,45,60,P33,EE_32,OTHER,32,NORMAL,15,true,95,3,0
2,T004,2,15,30,P13,EE_32,OTHER,32,NORMAL,15,true,30,8,0
2,T004,2,30,45,P37,EE_32,OTHER,32,NORMAL,15,true,60,4,0
2,T004,2,45,60,P9,EE_32,OTHER,32,NORMAL,15,true,95,3,0
2,T004,3,15,30,P19,EE_32,OTHER,32,NORMAL,15,false,30,3,0
2,T004,3,30,45,P49,EE_32,OTHER,32,NORMAL,15,true,60,4,0
2,T004,3,45,60,P39,EE_32,OTHER,32,NORMAL,15,false,120,2,0
2,T004,4,15,30,P23,EE_32,OTHER,32,NORMAL,15,false,50,3,0
2,T004,4,30,45,P1,EE_32,OTHER,32,NORMAL,15,true,60,4,0
2,T004,4,45,60,P45,EE_32,OTHER,32,NORMAL,15,true,120,2,0
2,T004,5,15,30,P29,EE_32,OTHER,32,NORMAL,15,true,50,4,0
2,T004,5,30,45,P47,EE_32,OTHER,32,NORMAL,15,false,70,3,0
2,T004,6,15,30,P35,EE_32,OTHER,32,NORMAL,15,false,50,3,0
2,T004,6,35,50,P41,EE_32,OTHER,32,NORMAL,15,true,70,4,0
2,T004,7,15,30,P7,EE_32,OTHER,32,NORMAL,15,false,50,3,0
2,T004,7,30,45,P27,EE_32,OTHER,32,NORMAL,15,false,95,2,0
2,T005,0,15,25,P42,PERF_38,OTHER,38,NORMAL,10,true,30,4,2
2,T005,0,30,40,P26,PERF_38,OTHER,38,NORMAL,10,true,60,4,2
2,T005,0,45,55,P18,PERF_38,OTHER,38,NORMAL,10,true,70,3,1
2,T005,0,55,65,P38,PERF_38,OTHER,38,NORMAL,10,true,95,2,1
2,T005,1,15,25,P48,PERF_38,OTHER,38,NORMAL,10,false,30,3,2
2,T005,1,30,40,P8,PERF_38,OTHER,38,NORMAL,10,false,60,5,2
2,T005,1,40,50,P44,PERF_38,OTHER,38,NORMAL,10,false,95,2,1
2,T005,1,55,65,P22,PERF_38,OTHER,38,NORMAL,10,true,120,2,1
2,T005,2,15,25,P40,PERF_38,OTHER,38,NORMAL,10,false,50,3,2
2,T005,2,30,40,P14,PERF_38,OTHER,38,NORMAL,10,true,60,4,2
2,T005,2,45,55,P50,PERF_38,OTHER,38,NORMAL,10,false,95,2,1
2,T005,2,55,65,P28,PERF_38,OTHER,38,NORMAL,10,false,120,2,1
2,T005,3,15,25,P46,PERF_38,OTHER,38,NORMAL,10,true,50,3,2
2,T005,3,30,40,P24,PERF_38,OTHER,38,NORMAL,10,false,70,3,2
2,T005,3,55,65,P34,PERF_38,OTHER,38,NORMAL,10,true,120,2,1
2,T005,4,20,30,P2,PERF_38,OTHER,38,NORMAL,10,true,50,5,2
2,T005,4,30,40,P30,PERF_38,OTHER,38,NORMAL,10,true,70,3,2
2,T005,4,55,65,P4,PERF_38,OTHER,38,NORMAL,10,false,120,2,1
2,T005,5,15,25,P20,PERF_38,OTHER,38,NORMAL,10,false,60,3,2
2,T005,5,30,40,P36,PERF_38,OTHER,38,NORMAL,10,false,70,3,2
2,T005,5,55,65,P10,PERF_38,OTHER,38,NORMAL,10,true,120,2,1
2,T005,6,20,30,P32,PERF_38,OTHER,38,NORMAL,10,false,60,3,2
2,T005,6,30,40,P12,PERF_38,OTHER,38,NORMAL,10,false,70,3,2
2,T005,6,55,65,P16,PERF_38,OTHER,38,NORMAL,10,false,120,2,1
2,T005,7,35,45,P6,PERF_38,OTHER,38,NORMAL,10,true,70,4,2
2,T006,0,15,30,P31,EE_16,OTHER,16,NORMAL,15,false,30,4,1
2,T006,0,30,40,P19,PERF_16,OTHER,16,NORMAL,10,false,30,3,0
2,T006,0,45,55,P47,PERF_16,OTHER,16,NORMAL,10,false,70,3,0
2,T006,0,55,65,P27,PERF_16,OTHER,16,NORMAL,10,false,95,2,0
2,T006,0,70,80,P39,PERF_16,OTHER,16,NORMAL,10,false,120,2,0
2,T006,1,15,30,P19,EE_16,OTHER,16,NORMAL,15,false,30,3,1
2,T006,1,30,40,P23,PERF_16,OTHER,16,NORMAL,10,false,50,3,0
2,T006,1,55,65,P3,PERF_16,OTHER,16,NORMAL,10,false,95,2,0
2,T006,2,25,35,P31,PERF_16,OTHER,16,NORMAL,10,false,30,4,2
2,T006,2,35,45,P43,PERF_16,OTHER,16,NORMAL,10,false,60,3,0
2,T006,2,60,70,P15,PERF_16,OTHER,16,NORMAL,10,false,95,2,0
2,T006,3,15,30,P23,EE_16,OTHER,16,NORMAL,15,false,50,3,1
2,T006,3,30,40,P35,PERF_16,OTHER,16,NORMAL,10,false,50,3,0
2,T006,3,45,60,P39,EE_16,OTHER,16,NORMAL,15,false,120,2,1
2,T006,4,15,30,P35,EE_16,OTHER,16,NORMAL,15,false,50,3,1
2,T006,4,30,40,P7,PERF_16,OTHER,16,NORMAL,10,false,50,3,0
2,T006,5,15,30,P7,EE_16,OTHER,16,NORMAL,15,false,50,3,1
2,T006,5,30,40,P11,PERF_16,OTHER,16,NORMAL,10,false,50,3,0
2,T006,6,15,30,P11,EE_16,OTHER,16,NORMAL,15,false,50,3,1
2,T006,6,30,45,P47,EE_16,OTHER,16,NORMAL,15,false,70,3,1
2,T006,7,20,35,P43,EE_16,OTHER,16,NORMAL,15,false,60,3,1
2,T006,7,35,50,P15,EE_16,OTHER,16,NORMAL,15,false,95,2,1
2,T007,0,10,15,P19,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,30,3,1
2,T007,0,15,20,P43,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,60,3,0
2,T007,0,25,30,P8,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,60,5,3
2,T007,0,30,35,P15,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,95,2,0
2,T007,0,40,45,P4,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,120,2,1
2,T007,1,10,15,P19,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,30,3,2
2,T007,1,15,20,P43,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,60,3,1
2,T007,1,25,30,P8,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,60,5,4
2,T007,1,30,35,P15,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,95,2,1
2,T007,1,40,45,P16,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,120,2,0
2,T007,2,0,10,P23,GAS_43,GAS,43,NORMAL,10,false,50,3,0
2,T007,2,10,15,P23,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,0
2,T007,2,15,20,P43,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,60,3,2
2,T007,2,25,30,P24,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,70,3,0
2,T007,2,30,40,P28,GAS_43,GAS,43,NORMAL,10,false,120,2,0
2,T007,2,40,45,P16,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,120,2,1
2,T007,3,0,10,P35,GAS_43,GAS,43,NORMAL,10,false,50,3,0
2,T007,3,10,15,P23,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,1
2,T007,3,15,25,P8,GAS_43,GAS,43,NORMAL,10,false,60,5,0
2,T007,3,25,30,P24,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,70,3,1
2,T007,3,30,40,P39,GAS_43,GAS,43,NORMAL,10,false,120,2,0
2,T007,4,0,10,P40,GAS_43,GAS,43,NORMAL,10,false,50,3,0
2,T007,4,10,15,P23,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,2
2,T007,4,15,25,P24,GAS_43,GAS,43,NORMAL,10,false,70,3,0
2,T007,4,25,30,P24,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,70,3,2
2,T007,4,30,40,P4,GAS_43,GAS,43,NORMAL,10,false,120,2,0
2,T007,5,0,10,P7,GAS_43,GAS,43,NORMAL,10,false,50,3,0
2,T007,5,10,15,P35,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,0
2,T007,5,15,25,P36,GAS_43,GAS,43,NORMAL,10,false,70,3,0
2,T007,5,25,30,P36,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,70,3,0
2,T007,5,30,40,P16,GAS_43,GAS,43,NORMAL,10,false,120,2,0
2,T007,6,0,10,P11,GAS_43,GAS,43,NORMAL,10,false,50,3,0
2,T007,6,10,15,P35,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,1
2,T007,6,15,25,P47,GAS_43,GAS,43,NORMAL,10,false,70,3,0
2,T007,6,25,30,P36,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,70,3,1
2,T007,7,10,15,P35,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,2
2,T007,7,15,25,P12,GAS_43,GAS,43,NORMAL,10,false,70,3,0
2,T007,7,25,30,P36,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,70,3,2
2,T008,0,15,25,P25,PERF_25,OTHER,25,NORMAL,10,true,30,5,2
2,T008,0,30,35,P2,TEMP_RISE_25,OTHER,25,NORMAL,5,true,50,5,1
2,T008,0,35,40,P7,TEMP_RISE_25,OTHER,25,NORMAL,5,false,50,3,2
2,T008,0,40,50,P1,FREEZE_25,OTHER,25,NORMAL,10,true,60,4,3
2,T008,0,50,60,P15,PERF_25,OTHER,25,NORMAL,10,false,95,2,0
2,T008,0,60,70,P9,FREEZE_25,OTHER,25,NORMAL,10,true,95,3,1
2,T008,0,71,76,P4,TEMP_RISE_25,OTHER,25,NORMAL,5,false,120,2,0
2,T008,1,15,25,P31,PERF_25,OTHER,25,NORMAL,10,false,30,4,2
2,T008,1,30,40,P5,FREEZE_25,OTHER,25,NORMAL,10,true,50,4,2
2,T008,1,40,45,P8,TEMP_RISE_25,OTHER,25,NORMAL,5,false,60,5,1
2,T008,1,45,50,P1,TEMP_RISE_25,OTHER,25,NORMAL,5,true,60,4,0
2,T008,1,55,65,P3,FREEZE_25,OTHER,25,NORMAL,10,false,95,2,1
2,T008,1,65,70,P3,TEMP_RISE_25,OTHER,25,NORMAL,5,false,95,2,0
2,T008,1,71,76,P10,TEMP_RISE_25,OTHER,25,NORMAL,5,true,120,2,0
2,T008,2,15,31,P42,EE_25,OTHER,25,NORMAL,16,true,30,4,0
2,T008,2,35,45,P41,PERF_25,OTHER,25,NORMAL,10,true,70,4,2
2,T008,2,45,55,P6,FREEZE_25,OTHER,25,NORMAL,10,true,70,4,1
2,T008,2,65,70,P9,TEMP_RISE_25,OTHER,25,NORMAL,5,true,95,3,2
2,T008,3,15,25,P42,PERF_25,OTHER,25,NORMAL,10,true,30,4,1
2,T008,3,30,35,P5,TEMP_RISE_25,OTHER,25,NORMAL,5,true,50,4,3
2,T008,3,35,51,P6,EE_25,OTHER,25,NORMAL,16,true,70,4,0
2,T008,3,60,70,P39,PERF_25,OTHER,25,NORMAL,10,false,120,2,0
2,T008,4,15,31,P48,EE_25,OTHER,25,NORMAL,16,false,30,3,0
2,T008,4,35,45,P6,PERF_25,OTHER,25,NORMAL,10,true,70,4,1
2,T008,4,45,50,P6,TEMP_RISE_25,OTHER,25,NORMAL,5,true,70,4,2
2,T008,4,60,70,P45,PERF_25,OTHER,25,NORMAL,10,true,120,2,0
2,T008,5,15,25,P48,PERF_25,OTHER,25,NORMAL,10,false,30,3,1
2,T008,5,30,40,P7,FREEZE_25,OTHER,25,NORMAL,10,false,50,3,1
2,T008,5,45,55,P21,PERF_25,OTHER,25,NORMAL,10,true,95,3,2
2,T008,5,65,75,P4,FREEZE_25,OTHER,25,NORMAL,10,false,120,2,1
2,T008,6,15,25,P13,PERF_25,OTHER,25,NORMAL,10,true,30,8,2
2,T008,6,30,46,P26,EE_25,OTHER,25,NORMAL,16,true,60,4,0
2,T008,6,65,75,P10,FREEZE_25,OTHER,25,NORMAL,10,true,120,2,1
2,T008,7,15,25,P19,PERF_25,OTHER,25,NORMAL,10,false,30,3,2
2,T008,7,30,40,P26,PERF_25,OTHER,25,NORMAL,10,true,60,4,1
2,T008,7,45,55,P27,PERF_25,OTHER,25,NORMAL,10,false,95,2,0
2,T008,8,15,25,P23,PERF_25,OTHER,25,NORMAL,10,false,50,3,2
2,T008,8,30,40,P37,PERF_25,OTHER,25,NORMAL,10,true,60,4,2
2,T008,8,45,55,P33,PERF_25,OTHER,25,NORMAL,10,true,95,3,2
2,T008,9,15,25,P29,PERF_25,OTHER,25,NORMAL,10,true,50,4,2
2,T008,9,30,40,P49,PERF_25,OTHER,25,NORMAL,10,true,60,4,2
2,T008,9,45,61,P38,EE_25,OTHER,25,NORMAL,16,true,95,2,0
2,T008,10,15,25,P35,PERF_25,OTHER,25,NORMAL,10,false,50,3,2
2,T008,10,30,40,P1,PERF_25,OTHER,25,NORMAL,10,true,60,4,2
2,T008,10,45,55,P38,PERF_25,OTHER,25,NORMAL,10,true,95,2,1
2,T008,11,15,31,P40,EE_25,OTHER,25,NORMAL,16,false,50,3,0
2,T008,11,35,51,P18,EE_25,OTHER,25,NORMAL,16,true,70,3,0
2,T009,0,10,15,P40,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,0
2,T009,0,25,30,P47,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,70,3,0
2,T009,1,10,15,P40,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,1
2,T009,1,25,30,P47,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,70,3,1
2,T009,2,10,15,P40,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,2
2,T009,2,25,30,P47,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,70,3,2
2,T009,3,10,15,P7,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,0
2,T009,3,25,30,P12,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,70,3,0
2,T009,4,10,15,P7,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,1
2,T009,4,25,30,P12,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,70,3,1
2,T009,5,10,15,P7,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,2
2,T009,5,25,30,P12,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,70,3,2
2,T009,6,10,15,P11,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,0
2,T009,6,15,25,P27,GAS_43,GAS,43,NORMAL,10,false,95,2,0
2,T009,6,25,30,P27,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,95,2,0
2,T009,7,10,15,P11,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,1
2,T009,7,15,25,P44,GAS_43,GAS,43,NORMAL,10,false,95,2,0
2,T009,7,25,30,P27,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,95,2,1
2,T009,8,10,15,P11,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,50,3,2
2,T009,8,15,25,P3,GAS_43,GAS,43,NORMAL,10,false,95,2,0
2,T009,8,25,30,P44,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,95,2,0
2,T009,9,0,10,P20,GAS_43,GAS,43,NORMAL,10,false,60,3,0
2,T009,9,10,15,P20,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,60,3,0
2,T009,9,15,25,P50,GAS_43,GAS,43,NORMAL,10,false,95,2,0
2,T009,9,25,30,P44,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,95,2,1
2,T009,10,0,10,P32,GAS_43,GAS,43,NORMAL,10,false,60,3,0
2,T009,10,10,15,P20,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,60,3,1
2,T009,10,15,25,P15,GAS_43,GAS,43,NORMAL,10,false,95,2,0
2,T009,10,25,30,P3,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,95,2,0
2,T009,11,0,10,P43,GAS_43,GAS,43,NORMAL,10,false,60,3,0
2,T009,11,10,15,P20,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,60,3,2
2,T009,11,25,30,P3,PULLDOWN_43,PULLDOWN,43,NORMAL,5,false,95,2,1
2,T010,0,31,46,P40,CU_25,CONSUMER_USAGE,25,85%,15,false,50,3,0
